English;Swedish;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
amused;road;1;0;0;0;0;0;1;0;0;0
amusement;nöje;1;0;0;0;0;0;1;0;0;0
amusing;rolig;1;0;0;0;0;0;1;0;0;0
ana;ana;0;0;0;0;0;0;0;0;0;0
anaconda;anakonda;0;1;0;0;1;1;0;0;0;0
anaesthesia;anestesi;0;0;0;0;0;0;0;0;0;0
anaesthetic;bedövningsmedel;0;0;0;0;0;0;0;0;0;0
anal;anal;0;1;0;0;0;0;0;0;0;0
analgesic;analgetikum;0;0;0;0;0;0;0;0;0;0
analogous;analog;0;0;0;0;0;0;0;0;0;0
analogue;analog;0;0;0;0;0;0;0;0;0;0
analogy;analogi;0;0;0;0;0;0;0;0;0;0
analysis;analys;0;0;0;0;0;0;0;0;0;0
analyst;analytiker;1;0;0;1;0;0;0;0;0;1
analytic;analytisk;0;0;0;0;0;0;0;0;0;0
analyze;analysera;0;0;0;0;0;0;0;0;0;0
analyzer;analysator;0;0;0;0;0;0;0;0;0;0
anarchism;anarkism;0;1;1;0;0;1;0;0;0;0
anarchist;anarkist;0;1;1;0;0;1;0;0;0;0
anarchy;anarki;0;1;1;0;0;1;0;0;0;0
anastomosis;anastomos;0;0;0;0;0;0;0;0;0;0
anathema;förbannelse;0;1;1;0;1;1;0;1;0;0
anatomic;anatomisk;0;0;0;0;0;0;0;0;0;0
anatomy;anatomi;0;0;0;0;0;0;0;0;0;0
ancestor;förfader;0;0;0;0;0;0;0;0;0;0
ancestral;släkt;0;0;0;0;0;0;0;0;0;1
ancestry;anor;0;0;0;0;0;0;0;0;0;0
anchor;förankra;1;0;0;0;0;0;0;0;0;0
anchorage;ankring;1;0;0;0;0;0;0;1;0;0
ancient;gammal;0;1;0;0;0;0;0;0;0;0
ancillary;accessoriska;0;0;0;0;0;0;0;0;0;0
androgen;androgen;0;0;0;0;0;0;0;0;0;0
anemone;anemon;0;0;0;0;0;0;0;0;0;0
anew;på nytt;0;0;0;0;0;0;0;0;0;0
angel;ängel;1;0;0;1;0;0;1;0;1;1
angelic;änglalik;1;0;0;0;0;0;1;0;0;1
anger;ilska;0;1;1;0;0;0;0;0;0;0
angina;angina;0;1;0;0;0;1;0;0;0;0
angiography;angiografi;0;0;0;0;0;0;0;0;0;0
angle;vinkel;0;0;0;0;0;0;0;0;0;0
angling;mete;0;1;0;1;0;0;0;0;0;0
angry;arg;0;1;1;0;1;0;0;0;0;0
anguish;ångest;0;1;1;0;0;1;0;1;0;0
angular;vinkel-;0;0;0;0;0;0;0;0;0;0
anhydrous;vattenfri;0;0;0;0;0;0;0;0;0;0
animal;djur-;0;0;0;0;0;0;0;0;0;0
animate;animera;1;0;0;0;0;0;0;0;0;0
animated;animerad;1;0;0;0;0;0;1;0;0;0
animation;animation;0;0;0;0;0;0;0;0;0;0
animosity;fientlighet;0;1;1;0;1;1;0;1;0;0
animus;animus;0;1;1;0;0;0;0;0;0;0
ankle;vrist;0;0;0;0;0;0;0;0;0;0
annals;annaler;0;0;0;0;0;0;0;0;0;0
annex;bilaga;0;0;0;0;0;0;0;0;0;0
annexation;annektering;0;0;0;0;0;0;0;0;0;0
annexe;bilaga;0;0;0;0;0;0;0;0;0;0
annihilate;förinta;0;1;1;0;0;1;0;0;0;0
annihilated;förintas;0;1;1;0;0;1;0;1;0;0
annihilation;förintelse;0;1;1;0;0;1;0;1;0;0
annotate;kommentera;0;0;0;0;0;0;0;0;0;0
annotation;anteckning;0;0;0;0;0;0;0;0;0;0
announce;meddela;0;0;0;0;0;0;0;0;0;0
announcement;meddelande;0;0;0;1;0;0;0;0;0;0
annoy;förarga;0;1;1;0;1;0;0;0;0;0
annoyance;irritation;0;1;1;0;1;0;0;0;0;0
annoying;irriterande;0;1;1;0;0;0;0;0;0;0
annuity;livränta;0;0;0;0;0;0;0;0;0;0
annul;upphäva;0;1;0;0;0;0;0;0;0;0
annular;ringformig;0;0;0;0;0;0;0;0;0;0
annulment;ogiltigförklaring;0;1;0;0;0;0;0;1;0;0
annulus;ring;0;0;0;0;0;0;0;0;0;0
anointing;smörjelse;0;0;0;0;0;0;0;0;0;0
anomalous;anomal;0;0;0;0;0;0;0;0;0;0
anomaly;anomali;0;1;0;0;0;1;0;0;1;0
anon;anon;0;0;0;0;0;0;0;0;0;0
anonymous;anonym;0;1;0;0;0;0;0;0;0;0
answer;svar;0;0;0;0;0;0;0;0;0;0
answerable;ansvarig;0;0;0;0;0;0;0;0;0;1
answering;svar;0;0;0;0;0;0;0;0;0;0
ant;myra;0;0;0;0;0;0;0;0;0;0
antagonism;antagonism;0;1;1;0;0;0;0;0;0;0
antagonist;antagonist;0;1;1;0;0;0;0;0;0;0
antagonistic;antagonistisk;0;1;1;0;1;0;0;0;0;0
ante;ante;0;0;0;0;0;0;0;0;0;0
antecedent;antecedent;0;0;0;0;0;0;0;0;0;0
antelope;antilop;0;0;0;0;0;0;0;0;0;0
antenna;antenn;0;0;0;0;0;0;0;0;0;0
anterior;främre;0;0;0;0;0;0;0;0;0;0
anthem;hymn;0;0;0;0;0;0;0;0;0;0
anthology;antologi;0;0;0;0;0;0;0;0;0;0
anthrax;mjältbrand;0;1;0;0;1;1;0;1;0;0
anthropology;antropologi;0;0;0;0;0;0;0;0;0;0
antibiotic;antibiotikum;0;0;0;0;0;0;0;0;0;0
antibiotics;antibiotika;1;0;0;0;0;0;0;0;0;0
antichrist;antikrist;0;1;1;0;1;1;0;0;0;0
anticipation;förväntan;0;0;0;1;0;0;0;0;0;0
anticipatory;anteciperande;0;0;0;1;0;0;0;0;0;0
antidote;motgift;1;0;0;1;0;0;0;0;0;1
antifungal;antifungal;1;0;0;0;0;0;0;0;0;1
antimony;antimon;0;0;0;0;0;0;0;0;0;0
antipathy;antipati;0;1;1;0;1;0;0;0;0;0
antiquarian;antikvarisk;0;0;0;0;0;0;0;0;0;0
antiquated;föråldrad;0;1;0;0;0;0;0;0;0;0
antique;antik;1;0;0;0;0;0;0;0;0;0
antiquity;antiken;0;0;0;0;0;0;0;0;0;0
antiseptic;antiseptisk;1;0;0;0;0;0;0;0;0;1
antisocial;asocial;0;1;1;0;1;1;0;1;0;0
antithesis;antites;0;1;1;0;0;0;0;0;0;0
antithetical;motsättning;0;0;0;0;0;0;0;0;0;0
antiviral;antiviral;0;0;0;0;0;0;0;0;0;0
antler;hjorthorn;0;0;0;0;0;0;0;0;0;0
anvil;städ;0;0;0;0;0;0;0;0;0;0
anxiety;ångest;0;1;1;1;0;1;0;1;0;0
anxious;angelägen;0;1;0;1;0;1;0;0;0;0
aorta;aorta;0;0;0;0;0;0;0;0;0;0
apace;takt;0;0;0;0;0;0;0;0;0;0
apache;apache;0;1;0;0;0;1;0;0;0;0
apartment;lägenhet;0;0;0;0;0;0;0;0;0;0
apathetic;apatisk;0;1;0;0;0;0;0;1;0;0
apathy;apati;0;1;0;0;0;0;0;1;0;0
ape;apa;0;0;0;0;0;0;0;0;0;0
aperture;öppning;0;0;0;0;0;0;0;0;0;0
apex;apex;0;0;0;0;0;0;0;0;0;0
aphid;bladlus;0;1;0;0;1;0;0;0;0;0
apiece;per styck;0;0;0;0;0;0;0;0;0;0
aplomb;aplomb;1;0;0;0;0;0;0;0;0;0
apocalyptic;apokalyptisk;0;0;0;0;0;0;0;0;0;0
apologetic;ursäkt;1;0;0;0;0;0;0;0;0;1
apologist;apologet;0;0;0;0;0;0;0;0;0;0
apologize;be om ursäkt;1;0;0;0;0;0;0;1;0;1
apology;ursäkt;1;0;0;0;0;0;0;0;0;0
apostasy;apostasi;0;0;0;0;0;0;0;0;0;0
apostate;avfälling;0;0;0;0;0;0;0;0;0;0
apostle;apostel;1;0;0;0;0;0;0;0;0;1
apostolic;apostolisk;0;0;0;0;0;0;0;0;0;1
apostrophe;apostrof;0;0;0;0;0;0;0;0;0;0
appalling;skrämmande;0;1;0;0;1;1;0;0;0;0
apparatus;anordning;0;0;0;0;0;0;0;0;0;0
apparel;kläder;0;0;0;0;0;0;0;0;0;0
apparently;tydligen;0;0;0;0;0;0;0;0;0;0
apparition;uppenbarelse;0;0;0;0;0;1;0;0;1;0
appeal;överklagande;0;0;0;1;0;0;0;0;0;0
appearance;utseende;0;0;0;0;0;0;0;0;0;0
appease;blidka;0;0;0;0;0;0;0;0;0;0
appellant;Klaganden;0;0;0;0;0;0;0;0;0;0
append;bifoga;0;0;0;0;0;0;0;0;0;0
appendage;bihang;0;0;0;0;0;0;0;0;0;0
appendicitis;appendicit;0;1;0;0;0;1;0;1;0;0
appendix;bilaga;0;0;0;0;0;0;0;0;0;0
appetite;aptit;0;0;0;0;0;0;0;0;0;0
appetizer;aptitretare;0;0;0;0;0;0;0;0;0;0
applause;applåder;1;0;0;0;0;0;1;0;1;1
apple;äpple;0;0;0;0;0;0;0;0;0;0
appliance;apparat;0;0;0;0;0;0;0;0;0;0
appliances;apparater;0;0;0;0;0;0;0;0;0;0
applicability;tillämplighet;0;0;0;0;0;0;0;0;0;0
applicable;tillämplig;0;0;0;0;0;0;0;0;0;0
applicant;sökande;0;0;0;1;0;0;0;0;0;0
application;ansökan;0;0;0;0;0;0;0;0;0;0
apply;tillämpas;0;0;0;0;0;0;0;0;0;0
appoint;utnämna;0;0;0;0;0;0;0;0;0;0
appointment;utnämning;0;0;0;0;0;0;0;0;0;0
appointments;möten;0;0;0;0;0;0;0;0;0;0
apportion;fördela;0;0;0;0;0;0;0;0;0;0
apportionment;fördelning;0;0;0;0;0;0;0;0;0;0
appraise;värdera;0;0;0;0;0;0;0;0;0;0
appreciable;märkbar;0;0;0;0;0;0;0;0;0;0
appreciation;uppskattning;1;0;0;0;0;0;1;0;0;1
apprehend;gripa;0;0;0;0;0;1;0;0;0;0
apprehension;uppfattning;0;1;0;0;0;1;0;0;0;0
apprehensive;orolig;0;1;0;1;0;1;0;0;0;0
apprentice;lärling;0;0;0;0;0;0;0;0;0;1
apprenticeship;lärlingstid;0;0;0;0;0;0;0;0;0;0
approach;närma sig;0;0;0;0;0;0;0;0;0;0
approaching;annalkande;0;0;0;1;0;0;0;0;0;0
approbation;bifall;1;0;0;0;0;0;0;0;0;1
appropriation;anslag;0;1;0;0;0;0;0;0;0;0
approval;godkännande;1;0;0;0;0;0;0;0;0;0
approve;godkänna;1;0;0;0;0;0;1;0;0;1
approving;godkännande;1;0;0;0;0;0;0;0;0;0
approximate;ungefärlig;0;0;0;0;0;0;0;0;0;0
approximately;cirka;0;0;0;0;0;0;0;0;0;0
approximating;approximera;0;0;0;0;0;0;0;0;0;0
approximation;approximation;0;0;0;0;0;0;0;0;0;0
appurtenances;appurtenances;0;0;0;0;0;0;0;0;0;0
apron;förkläde;0;0;0;0;0;0;0;0;0;0
apt;benägen;1;0;0;0;0;0;0;0;0;0
aptitude;begåvning;1;0;0;0;0;0;0;0;0;0
aqua;aqua;0;0;0;0;0;0;0;0;0;0
aquamarine;akvamarin;0;0;0;0;0;0;0;0;0;0
aquarium;akvarium;0;0;0;0;0;0;0;0;0;0
aquatic;vatten-;0;0;0;0;0;0;0;0;0;0
aqueduct;akvedukt;0;0;0;0;0;0;0;0;0;0
aqueous;vattenhaltig;0;0;0;0;0;0;0;0;0;0
arable;odlingsbar;0;0;0;0;0;0;0;0;0;0
arbiter;arbiter;0;0;0;0;0;0;0;0;0;1
arbitrate;medla;0;0;0;0;0;0;0;0;0;0
arbitration;skiljedom;0;0;0;1;0;0;0;0;0;0
arbitrator;medlare;0;0;0;0;0;0;0;0;0;1
arbor;berså;0;0;0;0;0;0;0;0;0;0
arc;båge;0;0;0;0;0;0;0;0;0;0
arcade;arkad;0;0;0;0;0;0;0;0;0;0
arch;båge;0;0;0;0;0;0;0;0;0;0
archaeological;arkeologisk;0;0;0;0;0;0;0;0;0;0
archaeologist;arkeolog;0;0;0;0;0;0;0;0;0;0
archaeology;arkeologi;1;0;0;1;0;0;0;0;0;0
archaic;arkaisk;0;1;0;0;0;0;0;0;0;0
archbishop;ärkebiskop;0;0;0;0;0;0;0;0;0;0
arched;välvd;0;0;0;0;0;0;0;0;0;0
archer;bågskytt;0;0;0;0;0;0;0;0;0;0
archery;bågskytte;0;0;0;0;0;0;0;0;0;0
archetype;arketyp;0;0;0;0;0;0;0;0;0;0
archipelago;skärgård;0;0;0;0;0;0;0;0;0;0
architect;arkitekt;0;0;0;0;0;0;0;0;0;0
architecture;arkitektur;0;0;0;0;0;0;0;0;0;1
archive;arkiv;0;0;0;0;0;0;0;0;0;0
arctic;arktisk;0;0;0;0;0;0;0;0;0;0
ardent;ivrig;1;0;0;1;0;0;1;0;0;0
ardor;glöd;1;0;0;0;0;0;0;0;0;0
arduous;mödosam;0;1;0;0;0;0;0;0;0;0
area;område;0;0;0;0;0;0;0;0;0;0
arena;arena;0;0;0;0;0;0;0;0;0;0
areola;vårtgården;0;0;0;0;0;0;0;0;0;0
argent;argent;0;0;0;0;0;0;0;0;0;0
argue;argumentera;0;1;1;0;0;0;0;0;0;0
argument;argument;0;1;1;0;0;0;0;0;0;0
argumentation;argumentation;0;0;1;0;0;0;0;0;0;0
argumentative;argumenterande;0;1;0;0;0;0;0;0;0;0
arguments;argument;0;0;1;0;0;0;0;0;0;0
arid;torr;0;1;0;0;0;0;0;1;0;0
aristocracy;aristokrati;1;0;0;0;0;0;0;0;0;0
aristocrat;aristokrat;0;0;0;0;0;0;0;0;0;0
aristocratic;aristokratisk;1;0;0;0;0;0;0;0;0;0
arithmetic;aritmetisk;0;0;0;0;0;0;0;0;0;0
ark;ark;0;0;0;0;0;0;0;0;0;0
arm;ärm;0;0;0;0;0;0;0;0;0;0
armada;armada;0;0;0;0;0;0;0;0;0;0
armament;beväpning;0;0;1;0;0;1;0;0;0;0
armaments;försvarsmateriel;0;1;0;0;0;1;0;0;0;0
armature;armatur;0;0;0;0;0;0;0;0;0;0
armed;väpnad;1;1;1;0;0;1;0;0;0;0
armor;rustning;1;0;0;0;0;1;0;0;0;1
armored;armerad;0;0;0;0;0;1;0;0;0;0
armory;arsenal;0;0;0;0;0;0;0;0;0;1
arms;vapen;0;0;0;0;0;0;0;0;0;0
army;armén;0;0;0;0;0;0;0;0;0;0
aroma;arom;1;0;0;0;0;0;0;0;0;0
arousal;upphetsning;0;0;0;0;0;0;0;0;0;0
arouse;väcka;1;0;0;1;0;0;0;0;0;0
arraignment;neka;0;1;1;0;0;1;0;1;0;0
arrange;ordna;0;0;0;0;0;0;0;0;0;0
arranged;anordnad;0;0;0;0;0;0;0;0;0;0
arrangement;arrangemang;0;0;0;0;0;0;0;0;0;0
array;matris;1;0;0;0;0;0;0;0;0;0
arrears;efterskott;0;1;0;0;0;0;0;0;0;0
arrest;arrestera;0;1;0;0;0;0;0;0;0;0
arrival;ankomst;0;0;0;1;0;0;0;0;0;0
arrive;anlända;0;0;0;1;0;0;0;0;0;0
arrogance;arrogans;0;1;0;0;0;0;0;0;0;0
arrogant;arrogant;0;1;1;0;1;0;0;0;0;0
arrow;pil;0;0;0;0;0;0;0;0;0;0
arsenal;arsenal;0;0;0;0;0;0;0;0;0;0
arsenic;arsenik;0;1;0;0;1;1;0;1;0;0
arson;mordbrand;0;1;1;0;0;1;0;0;0;0
art;konst;1;0;0;1;0;0;1;1;1;0
artery;artär;0;0;0;0;0;0;0;0;0;0
artful;listig;0;0;0;0;0;0;0;0;0;0
arthropod;artropod;0;0;0;0;0;0;0;0;0;0
artichoke;kronärtskocka;0;0;0;0;0;0;0;0;0;0
article;artikel;0;0;0;0;0;0;0;0;0;0
articles;artiklar;0;0;0;0;0;0;0;0;0;0
articulate;artikulera;1;0;0;0;0;0;0;0;0;0
articulation;artikulation;1;0;0;0;0;0;0;0;0;0
artifice;påhitt;0;0;0;0;0;0;0;0;0;0
artillery;artilleri;0;1;0;0;0;1;0;0;0;0
artisan;hantverkare;1;0;0;0;0;0;0;0;0;0
artist;konstnär;0;0;0;0;0;0;0;0;0;0
artiste;artist;1;0;0;0;0;0;0;0;0;0
artistic;konstnärlig;1;0;0;0;0;0;0;0;0;0
artists;artister;0;0;0;0;0;0;0;0;0;0
ascend;stiga;0;0;0;0;0;0;0;0;0;0
ascendancy;dominans;1;0;0;0;0;0;0;0;0;0
ascension;uppstigning;0;0;0;0;0;0;0;0;0;0
ascent;uppstigning;1;0;0;0;0;0;0;0;0;0
ascertain;fastställa;0;0;0;0;0;0;0;0;0;0
ascertained;konstaterat;0;0;0;0;0;0;0;0;0;0
ascetic;asket;0;0;0;0;0;0;0;0;0;0
ash;aska;0;1;0;0;0;0;0;0;0;0
ashamed;skamsen;0;1;0;0;1;0;0;1;0;0
ashes;aska;0;1;0;0;0;0;0;1;0;0
asleep;sovande;0;0;0;0;0;0;0;0;0;0
asp;asp;0;0;0;0;0;1;0;0;0;0
aspartame;aspartam;0;0;0;0;0;0;0;0;0;0
aspect;aspekt;0;0;0;0;0;0;0;0;0;0
aspects;aspekter;0;0;0;0;0;0;0;0;0;0
asphalt;asfalt;0;0;0;0;0;0;0;0;0;0
aspiration;strävan;1;0;0;1;0;0;1;0;1;1
aspire;sträva;1;0;0;1;0;0;1;0;0;0
aspiring;uppåtsträvande;1;0;0;1;0;0;1;0;0;1
ass;röv;0;1;0;0;0;0;0;0;0;0
assail;angripa;0;1;1;0;0;1;0;0;1;0
assailant;angripare;0;1;1;0;0;1;0;1;0;0
assassin;mördare;0;1;1;0;0;1;0;1;0;0
assassinate;mörda;0;1;1;0;0;1;0;0;0;0
assassination;lönnmord;0;1;1;0;0;1;0;1;0;0
assault;överfall;0;1;1;0;0;1;0;0;0;0
assay;analysera;0;0;0;0;0;0;0;0;0;0
assemblage;samling;0;0;0;0;0;0;0;0;0;0
assemble;montera;0;0;0;0;0;0;0;0;0;0
assembled;sammansatta;0;0;0;0;0;0;0;0;0;0
assembly;montering;1;0;0;0;0;0;0;0;0;1
assent;samtycke;1;0;0;0;0;0;0;0;0;0
assert;hävda;0;0;0;0;0;0;0;0;0;0
asserting;hävda;1;0;0;0;0;0;0;0;0;1
assertion;påstående;0;0;0;0;0;0;0;0;0;0
assess;bedöma;0;0;0;0;0;0;0;0;0;0
assessment;värdering;0;0;0;0;0;0;0;0;1;1
assessor;assessor;0;0;0;0;0;0;0;0;0;1
assets;tillgångar;1;0;0;0;0;0;0;0;0;0
asshole;idiot;0;1;1;0;1;0;0;0;0;0
assign;tilldela;0;0;0;0;0;0;0;0;0;0
assignee;innehavare;0;0;0;0;0;0;0;0;0;1
assignment;uppdrag;0;0;0;0;0;0;0;0;0;0
assimilate;assimilera;0;0;0;0;0;0;0;0;0;0
assimilation;assimilering;0;0;0;0;0;0;0;0;0;0
assist;hjälpa;1;0;0;0;0;0;0;0;0;1
assistance;bistånd;1;0;0;0;0;0;0;0;0;0
assistant;assistent;0;0;0;0;0;0;0;0;0;0
associate;associera;1;0;0;0;0;0;0;0;0;1
association;förening;0;0;0;0;0;0;0;0;0;1
assorted;blandad;0;0;0;0;0;0;0;0;0;0
assortment;sortiment;0;0;0;0;0;0;0;0;0;0
assuage;mildra;1;0;0;0;0;0;0;0;0;0
assumed;antas;0;0;0;0;0;0;0;0;0;0
assuming;förutsatt;0;0;0;0;0;0;0;0;0;0
assumption;antagande;0;0;0;0;0;0;0;0;0;0
assurance;försäkran;1;0;0;0;0;0;0;0;0;1
assure;försäkra;0;0;0;0;0;0;0;0;0;1
assured;säker;1;0;0;0;0;0;0;0;0;1
assuredly;förvisso;0;0;0;0;0;0;0;0;0;1
asterisk;asterisk;0;0;0;0;0;0;0;0;0;0
asteroids;asteroider;0;0;0;0;0;0;0;0;0;0
astigmatism;astigmatism;0;0;0;0;0;0;0;0;0;0
astonishingly;förvånansvärt;1;0;0;0;0;0;0;0;1;0
astonishment;förvåning;1;0;0;0;0;0;1;0;1;0
astral;astral;0;0;0;0;0;0;0;0;0;0
astray;vilse;0;1;0;0;0;1;0;0;0;0
astringent;sammandragande;0;1;0;0;0;0;0;0;0;0
astrologer;astrolog;1;0;0;1;0;0;0;0;0;0
astrology;astrologi;0;0;0;0;0;0;0;0;0;0
astronaut;astronaut;1;0;0;0;0;0;0;0;0;0
astronomer;astronom;1;0;0;1;0;0;0;0;0;0
astronomy;astronomi;0;0;0;0;0;0;0;0;0;0
astute;skarpsinnig;1;0;0;0;0;0;0;0;0;0
asunder;sönder;0;0;0;0;0;0;0;0;0;0
asylum;asyl;0;1;0;0;0;1;0;0;0;0
asymmetric;asymmetrisk;0;0;0;0;0;0;0;0;0;0
asymmetry;asymmetri;0;0;0;0;1;0;0;0;0;0
asymptotic;asymptotiska;0;0;0;0;0;0;0;0;0;0
atelier;atelier;0;0;0;0;0;0;0;0;0;0
atheism;ateism;0;1;0;0;0;0;0;0;0;0
atheist;ateist;0;0;0;0;0;0;0;0;0;0
atheistic;ateistisk;0;0;0;0;0;0;0;0;0;0
atherosclerosis;ateroskleros;0;1;0;0;0;1;0;1;0;0
athlete;idrottsman;1;0;0;0;0;0;0;0;0;0
athletic;idrotts-;1;0;0;0;0;0;0;0;0;0
athleticism;atletiska;0;0;0;0;0;0;0;0;0;0
athletics;friidrott;0;0;0;0;0;0;0;0;0;0
atlas;atlas;0;0;0;0;0;0;0;0;0;0
atmosphere;atmosfär;0;0;0;0;0;0;0;0;0;0
atmospheric;atmosfärisk;0;0;0;0;0;0;0;0;0;0
atoll;atoll;0;0;0;0;0;0;0;0;0;0
atom;atom;1;0;0;0;0;0;0;0;0;0
atomic;atom-;0;0;0;0;0;0;0;0;0;0
atone;sona;1;0;0;1;0;0;1;0;0;1
atonement;försoning;1;0;0;0;0;0;0;0;0;0
atrium;atrium;0;0;0;0;0;0;0;0;0;0
atrocious;avskyvärda;0;1;1;0;1;0;0;0;0;0
atrocity;illdåd;0;1;1;0;1;1;0;1;0;0
atrophy;atrofi;0;1;0;0;1;1;0;1;0;0
attach;bifoga;0;0;0;0;0;0;0;0;0;0
attachment;fastsättning;1;0;0;0;0;0;0;0;0;0
attack;ge sig på;0;1;1;0;0;1;0;0;0;0
attacking;attackera;0;1;1;0;1;1;0;1;1;0
attain;uppnå;0;0;0;0;0;0;0;0;0;0
attainable;uppnåelig;1;0;0;1;0;0;0;0;0;0
attainment;uppnåendet;1;0;0;0;0;0;0;0;0;0
attempt;försök;0;0;0;1;0;0;0;0;0;0
attendance;närvaro;0;0;0;1;0;0;0;0;0;0
attendant;skötare;1;0;0;0;0;0;0;0;0;1
attention;uppmärksamhet;1;0;0;0;0;0;0;0;0;0
attentive;uppmärksam;1;0;0;0;0;0;0;0;0;1
attenuate;dämpa;0;0;0;0;0;0;0;0;0;0
attenuated;dämpas;0;1;0;0;0;0;0;0;0;0
attenuation;försvagning;0;1;0;0;0;0;0;1;0;0
attest;intyga;1;0;0;0;0;0;0;0;0;1
attestation;intyg;0;0;0;0;0;0;0;0;0;1
attic;vind;0;0;0;0;0;0;0;0;0;0
attire;klädsel;0;0;0;0;0;0;0;0;0;0
attitude;attityd;0;0;0;0;0;0;0;0;0;0
attorney;advokat;1;0;1;0;0;1;0;0;0;1
attraction;attraktion;1;0;0;0;0;0;0;0;0;0
attractiveness;attraktivitet;1;0;0;0;0;0;0;0;0;0
attributable;hänför;0;0;0;0;0;0;0;0;0;0
attribute;attribut;0;0;0;0;0;0;0;0;0;0
attribution;skrivning;0;0;0;0;0;0;0;0;0;0
attrition;nötning;0;0;0;0;0;0;0;0;0;0
auburn;kastanjebrunt;0;0;0;0;0;0;0;0;0;0
auction;auktion;0;0;0;1;0;0;0;0;0;0
auctioneer;auktionsförrättare;0;0;0;0;0;0;0;0;0;0
audacious;djärv;0;0;0;0;0;0;0;0;0;0
audacity;djärvhet;0;1;0;0;0;0;0;0;0;0
audible;hörbar;0;0;0;0;0;0;0;0;0;0
audience;publik;0;0;0;1;0;0;0;0;0;0
audit;granska;0;0;0;0;0;0;0;0;0;0
audition;provspelning;0;0;0;0;0;0;0;0;0;0
auditor;revisor;0;0;0;0;0;1;0;0;0;1
auditorium;hörsal;0;0;0;0;0;0;0;0;0;0
auditory;auditiv;0;0;0;0;0;0;0;0;0;0
aught;aught;0;0;0;0;0;0;0;0;0;0
augment;öka;1;0;0;0;0;0;0;0;0;0
augmentation;augmentation;0;0;0;0;0;0;0;0;0;0
august;augusti;1;0;0;0;0;0;0;0;0;0
aunt;moster;1;0;0;0;0;0;0;0;0;1
aura;aura;1;0;0;0;0;0;0;0;0;0
aurora;aurora;0;0;0;0;0;0;0;0;0;0
auspices;beskydd;0;0;0;0;0;0;0;0;0;0
auspicious;gynnsam;1;0;0;1;0;0;1;0;0;0
austere;stram;0;1;0;0;0;1;0;1;0;0
austerity;åtstramning;0;1;0;0;0;0;0;0;0;0
authentic;äkta;1;0;0;0;0;0;1;0;0;1
authenticate;autentisera;0;0;0;0;0;0;0;0;0;1
authentication;autentisering;0;0;0;0;0;0;0;0;0;1
authenticity;äkthet;1;0;0;0;0;0;0;0;0;1
author;författare;1;0;0;0;0;0;0;0;0;1
authoritative;auktoritativ;1;0;0;0;0;0;0;0;0;1
authority;myndighet;1;0;0;0;0;0;0;0;0;1
authorization;tillstånd;1;0;0;0;0;0;0;0;0;1
authorize;godkänna;0;0;0;0;0;0;0;0;0;1
authorized;auktoriserad;1;0;0;0;0;0;0;0;0;0
authorship;författarskap;0;0;0;0;0;0;0;0;0;0
auto;bil;0;0;0;0;0;0;0;0;0;0
autobiography;biografi;0;0;0;0;0;0;0;0;0;0
autocratic;enväldig;0;1;0;0;0;0;0;0;0;0
autograph;autograf;0;0;0;0;0;0;0;0;0;0
automatic;automatisk;0;0;0;0;0;0;0;0;0;1
automobile;bil;0;0;0;0;0;0;0;0;0;0
autonomy;autonomi;0;0;0;0;0;0;0;0;0;0
autopsy;obduktion;0;1;0;0;1;1;0;1;0;0
autumn;höst;0;0;0;0;0;0;0;0;0;0
auxiliary;extra;0;0;0;0;0;0;0;0;0;0
avail;nytta;0;0;0;0;0;0;0;0;0;0
avalanche;lavin;0;1;0;0;0;1;0;1;1;0
avarice;girighet;0;1;1;0;1;0;0;0;0;0
avatar;avatar;1;0;0;0;0;0;0;0;0;0
avenger;hämnare;0;1;1;0;0;0;0;0;0;0
avenue;aveny;0;0;0;0;0;0;0;0;0;0
aver;aver;0;0;0;0;0;0;0;0;0;0
average;genomsnitt;0;0;0;0;0;0;0;0;0;0
averse;främmande;0;1;1;0;1;1;0;0;0;0
aversion;motvilja;0;1;1;0;1;1;0;0;0;0
avert;avvärja;0;0;0;0;0;0;0;0;0;0
aviary;voljär;0;0;0;0;0;0;0;0;0;0
aviation;flyg;0;0;0;0;0;0;0;0;0;0
aviator;flygare;0;0;0;0;0;0;0;0;0;0
avid;ivrig;0;0;0;0;0;0;0;0;0;0
avocado;avokado;0;0;0;0;0;0;0;0;0;0
avoid;undvika;0;1;0;0;0;1;0;0;0;0
avoidance;undvikande;0;1;0;0;0;1;0;0;0;0
avoiding;undvikande;0;0;0;0;0;1;0;0;0;0
await;invänta;0;0;0;1;0;0;0;0;0;0
awake;vaken;0;0;0;0;0;0;0;0;0;0
awaken;väcka;0;0;0;0;0;0;0;0;0;0
award;tilldela;1;0;0;1;0;0;1;0;1;1
awe;vördnad;0;0;0;0;0;0;0;0;0;0
awful;förfärlig;0;1;1;0;1;1;0;1;0;0
awkwardness;krånglig;0;1;0;0;1;0;0;0;0;0
awning;markis;0;0;0;0;0;0;0;0;0;0
awry;på sned;0;1;0;0;0;0;0;0;0;0
axial;axial;0;0;0;0;0;0;0;0;0;0
axiom;axiom;0;0;0;0;0;0;0;0;0;1
axiomatic;axiomatisk;0;0;0;0;0;0;0;0;0;1
axis;axel;0;0;0;0;0;0;0;0;0;0
axle;axel;0;0;0;0;0;0;0;0;0;0
